Data,Kurs {waluta}
2022-10-14,4.9569
2022-10-17,4.9522
2022-10-18,4.8929
2022-10-19,4.8892
2022-10-20,4.9024
2022-10-21,4.9
2022-10-24,4.8669
2022-10-25,4.8499
2022-10-26,4.7538
2022-10-27,4.7216
2022-10-28,4.7477
2022-10-31,4.734
2022-11-02,4.7485
2022-11-03,4.8291
2022-11-04,4.7975
2022-11-07,4.6926
2022-11-08,4.6893
2022-11-09,4.6817
2022-11-10,4.7328
2022-11-14,4.5383
2022-11-15,4.5143
2022-11-16,4.505
2022-11-17,4.5387
2022-11-18,4.5337
2022-11-21,4.5991
2022-11-22,4.5844
2022-11-23,4.548
2022-11-24,4.5101
2022-11-25,4.5111
2022-11-28,4.4827
2022-11-29,4.5164
2022-11-30,4.5066
2022-12-01,4.4911
2022-12-02,4.4492
2022-12-05,4.4415
2022-12-06,4.4787
2022-12-07,4.4834
2022-12-08,4.476
2022-12-09,4.4351
